asin,reviewText,overall
B00BT0J8ZS,"I like the story line of all Nicky Charles' books.  However, I couldn't give them a higher rating because sometimes there is so much sex it overwhelms the story.  I don't mind a little of it, but too much just makes the story boring.",3
B00BT0J8ZS,I never thought I'd be so into paranormal romance but this book changed all that. Love Reno and Brandi's relationship and I'm extremely saddened about what happened with Damien.I felt like I was really in there with all the characters and  shared all the emotions that they were experiencing. I'm eagerly looking forward to reading the rest of the series.,5
B00BT0J8ZS,"I found the first book ""the mating"" and loved it so much that I had to get the rest of the series. This is an awesome series and I recommend it to everyone!",5
B00BT0J8ZS,"Nicky Charles has created a complete society with &#34;Bonded&#34; the backstory was riveting. I can't wait to see where it all goes. I'm hoping the romance is stronger in he next books. I'll be making a donation to BRIT, the rescue group I work with and have foster for.",5
B00BT0J8ZS,This is the first Nicky Charles book I've read and I can't wait to read the others. The storyline kept my interest throughout the whole book and the roller coaster of emotions from Reno and Brandi were very well written. Would recommend this book to any one who has a thing for Lycans and loves a good story.,4
B00BT0J8ZS,"I have enjoyed this series, even though the closest thing to reading about wearwolves was the Twilight Series I did enjoy this set of stories.",4
B00BT0J8ZS,"This book was awesome! Packed with love, romance, action, and humor. It was a great read. You could read this one before the law of the Lycans and not give anything away, but if you read the first three before the prequel you will know something about the end, yet it is still shocking. Highly recommend!",5
B00BT0J8ZS,Once you start the 1st of this series its very hard to set it down. Very good story line and keeps you on the edge of your seat. Something I will reread  again just cause it was that darn good!!!!!!!,5
B00BT0J8ZS,"I have read a lot of werewolves novels and this was great!Another take on werewolves, the author decided to another route.I loved the fact that I could download all 5 books in the series for free. Lucky me it's long weekend!Jones and Smith rocked, can't wait to read the others!",5
B00BT0J8ZS,"I read this as if it were book 3 but it should be read as book 1. Still, if you read it out of order you'll be okay because it stands alone.I enjoyed most of this but there were times I couldn't help think it was taking too long for the couple in this book to get together.  This author likes to continuously replay the same issue and scenarios over repeatedly.  It tends to get boring and frustrating.And the ending of this could have been much better.  It introduces us to the new upcoming book (another reason reading this as book 3 is okay) because the main character in that book is the one that ends this one.The ending felt very rushed and had little detail.Overall I still think it was an okay book so I'm rating it 3 stars - possibly 3.5 on Amazons scale.  I'll most likely read the next book but not going to lie - if the same issues continue I won't read another.  One can only take the hamster wheel so long before the ride has to end! :-)",3
B00BT0J8ZS,love the nicky charles books on lycans! they are well written and even though in twos; you dont necessarily have to read both to enjoy one.,5
B00BT0J8ZS,Absolutely enjoyed this book. I got caught up in all of the characters and the storyline. Finishing this review and starting the next book.,5
B00BT0J8ZS,Nicky Charles has found a new fan ! I fell in love with the characters and their plight.  Looking for more,5
B00BT0J8ZS,"A prequel in the Law of the Lycans series, the characters may be a bit stereotypical (masculine 'tough cop' and feminine 'cares about people') but interesting none-the-less. The addition of a permanent 'blood bond'  to the typical wolf 'mate for life' concept is intriguing, and the 'accidental' and 'unbeknownst' nature of it in the story made for a nice twist in a sometimes ""paused"" relationship.",4
B00BT0J8ZS,"I'm still trying to figure out how I even came upon this story. Then when I clicked I saw that all the stories listed were free and has so many reviews!!.. It was an instant download for me.I knew it was Paranormal, but not much else, didn't read the sample or any thing. Then I had to figure out which one do I start with first.. So I was directed to a site that recommended to start with Bonded.. thus beginning my addiction to this series.. Wow! I love when I'm pleasantly surprisedI did not know what to expect. I didn't read any of the reviews I decided to take a chance and jump right in. As I read I realize I was getting alot of background info on Lycans, Halves, Rogues, Purists etc.... I wasn't sure it would keep my interest, but I trekked on. Then we're introduced to Reno & Brandiand then my interest peaks. I loved their banter I love how even though the attraction was instant it took awhile ... like 3yrs or up until 98% of the story for them to get their act together..ha!ha!. Well it's more like Reno figuring out where his heart lies. The action, suspense, the time lapse all played out beautifully and kept me on edge. Then there's Damien, I just knew before the end that something big was going to happen with him.. I felt it as I was reading. And now I'm on to Mating, which I've read is the next order of reading.I was thoroughly satisfied.. I'm blown away by this author's attention to detail and I love how dedicated and consistent the characters were. And to think this story is free! amazing, simply amazing.",5
B00BT0J8ZS,"I liked the storyline of this book. The book has twists and turns along the way, that kept me on the edge of my seat.",4
B00BT0J8ZS,"I enjoyed the alpha character more than the heroine in this story. However, it was still an awesome read. With the passage of time extended throughout the book, each chapter takes on a more intense level of suspense. Being that the suspense is primarily between the main characters, outer conflicts seem to only carry the book along for the sake of the romance story. That said, those outer conflicts are interesting and the Lycan specifics are sufficient to carry the reader. It made me want to read more.",5
B00BT0J8ZS,Great suspense. Excellent story line.  Th book was very well written.  Nicky Charles can certainly keep things interesting.  Can't wait to read another one,5
B00BT0J8ZS,"There are many books out right new about werewolves, vampires, etc but this author makes the characters come to life and makes the stories believable. This is an author to add to my collection. If you're a fan of this genre, give her a try. Even if you're not a fan of this genre, they are still great love and family stories, with a little paranormal thrown in",5
B00BT0J8ZS,"I was surprised to find such a wonderful series about werewolves. It is hot, with tons of action.. good guys versus bad guys stuff. I look forward to reading more. Thank you Nicky for sharing your talent with us.",5
B00BT0J8ZS,of this writer - I cant wait for book 4 as I would like to know more of what happens with Damon.,5
B00BT0J8ZS,This book was really enjoyable. Truly great characters and storyline. I am happy to write that this is the second book I have read from this author and am really looking forward to reading more of their books.,4
B00BT0J8ZS,The story was spectacular. The reason I didn't give it a five star rating is because parts of it were flat. The majority of the story was great then it would bog down in little details. Overall a great story.,4
B00BT0J8ZS,WOW - I can't say anymore than that. I hated the book to end!This series as got to be my all time favorite story line n I can't wait to get further into The Finding and the rest of the books.Thank you Nicky Charles!!!:))))),5
B00BT0J8ZS,"(mrs.featherpicker reviewing)I've never really gotten into the Werewolf themed stories until now. I am so caught up with the characters in these stories! The author has done an excellent job with story lines and this one is just perfect. The ""believability"" of the people is easy to handle mainly because the story itself is just so well written. I'm very impressed and would, and will, highly recommend these stories and the author to all! Anytime a story grabs me so much that I wake up in the morning and can't wait to start reading again, well, I gotta' tell ya', that's darn good writing. Thank you Nicky Charles!",5
B00BT0J8ZS,"I liked this book. The werewolf universe is fascinating and the dialogue seems real amongst the characters. Overall this book makes me want to know more about what happens next, just as a great read should. I recommend not only this book but the entire series to fantasy readers everywhere.",4
B00BT0J8ZS,I started reading this series and even though they were quite long; I thoroughly enjoyed curling up and reading these books.,4
B00BT0J8ZS,"I guess if people just discussed their feelings and asked each other about their thoughts, the book would be boring.  There is plenty of other storyline and of course a lot of heat.",4
B00BT0J8ZS,This book was super duper fantastic from the start to the very end of the story.  I was totally engrossed in the characters and the storyline.  I'm looking forward to reading the next book of this great series.,5
B00BT0J8ZS,The only thing I can say is WOW!!! I absolutely cannot get enough of Nicky Charles books... There has never been a series that kept me intrigued enough to track the books down. Cannot wait for more!!!!!,5
B00BT0J8ZS,"Amazing how the background to the series was developed. Great plot line, the character development and growth was incredible. I had an extremely difficult time putting this book down.",5
B00BT0J8ZS,"This book took me a long time to read.  I found myself skipping chapters because of all the long dragged out dialogue.  Reading should be a pleasure, not a chore.I'm going to give ""The Mating"" a chance.  Hopefully It will be more entertaining.",1
B00BT0J8ZS,"I enjoyed this book, although a paranormal romance, the lessons in intolerance are very real and well written, thank you.",5
B00BT0J8ZS,"Nicky Charles is an excellent writer. All her books I have read have had me enthralled, it grabs my attention from start to finish.",5
B00BT0J8ZS,"It's so nice to come across a story that captures your attention, and stands a part from the everyday fanfare. Nice original story.",4
B00BT0J8ZS,"truely excellent. this book exceeds many that we are paying through the nose for. have no problems donating to my animal shelter cos thats agiven anyway. great book, characters are interesting and I'll def. be reading all of them.",5
B00BT0J8ZS,"Still reading, have enjoyed your books, and will donate to the cause. thanks for putting them on Amazon,  And free at that.",4
B00BT0J8ZS,This is a great sequel and Nicky knows how to grab you right away so you can't put the book down. Really enjoy her writing.,5
B00BT0J8ZS,"Great story, compelling characters, a bit of a drag in the middle waiting for the &#34;punch line&#34; but all in all a good read.",5
B00BT0J8ZS,Best to start this book on vacation or when you can pull an all-nighter. Will gladly make a donation to my local food bank Nicky Charles!,5
B00BT0J8ZS,"I loved this story and can't wait to read the next story,what happened to Damien? I would recommend this to my family.",5
B00BT0J8ZS,I read other books in the series and this one gave a lot of background information about the history of the charactersLoved it.,5
B00BT0J8ZS,This book was surprising and unexpected. Really great book. I would recommend it strongly to anyone who wants  a paranormal romance.,5
B00BT0J8ZS,"I have taken the advice of others and read ""Bonded"" first.  I thoroughly enjoyed this book.  The genre is new to me, so the details were interesting.  Nicky Charles has an enjoyable, easy to read style that kept me very interested.  The characters were believable and I liked their drawn out 'courtship'.I will start ""Betrayed"" this evening.I highly recommend this book!!",5
B00BT0J8ZS,This book will keep you so into it that you will forget things like eating and sleeping. The author does a great job of keeping you on the edge of your seat.,5
B00BT0J8ZS,This was a good book.I will be getting the others in the series. The characters in the book were really good.,5
B00BT0J8ZS,"I am really into your books, they are wonderful, exciting, romantic and  just enough suspect to keep me on the edge of my seat. Can't wait for the next book.",5
B00BT0J8ZS,I chose this book because the title captured my attention. From the beginning th author proved to be an exceptional writer. I couldn't stop reading and found myself forcing my kindle down so I could sleep. I enjoyed the first book and will be starting the next one upon finishing this review! If you are looking for a great love story that deals with suspense and fantasy than you must read this!,5
B00BT0J8ZS,So amazing!! Had me on the edge of my seat the whole time and couldn't put it down. Will read again once I finish the rest. Can't wait!!,5
B00BT0J8ZS,The saga continues i recommend all of the books in this series there's so many twists and turns that it keeps you guessing. I found that in this book however the beginning was a bit show for me with all the book reading(i don't warn my 2 day 2 much and give anything away) however it picks up and ends strong just like the rest of the books i have one more left and I'm dreadful of the ending of this series,5
B00BT0J8ZS,"Five stars are not enough.  Just could not put this one down.  Great writing, great characters.  Was t more from this author.",5
B00BT0J8ZS,This book keeps you guessing.  It is a wonderfully written book to become lost in.  I hope you enjoy it as much as I did!,5
B00BT0J8ZS,I'm not a fan of paranormal books but I have to say that I enjoyed this book. It's well written and is a good romantic suspense story.,3
B00BT0J8ZS,One of the best books that I have read in a long time.  The characters were all very interesting and intriguing.,5
B00BT0J8ZS,This book was a great read.  I would definitely recommend it.  If you like this book you must read The Keeping.,5
B00BT0J8ZS,I can not say enough about Nicky Charles werewolf book series.  It will draw you in and you will keep reading every last one of her series.  Make sure you read in the proper order.  Check her website for the reading order.,5
B00BT0J8ZS,"This fresh new take on werewolves and how they are synergistic within the human psyche is amazing and you can feel it.  It's a palpable feeling throughout.  You can imagine having your own inner wolf and how fun it would be so much that you want to be a werewolf.  There is no painful change and yet the politics, and were culture are very real with very real repercussions.  I can't put these books down, and Nicky Charles has made them free!  Amazing.  So much work for such a gift.  I actually wish she'd charge and then have a percentage of proceeds toward animal rescue.  Great work!",5
B00BT0J8ZS,"As several other reviewers note, start with this book first. There is background information about the Lycans and their Book of Law that helps to put the other parts in perspective. I suspect that you will want to read them all once you start.Most werewolf and other ""shifter"" books bore me to death. Nicky Charles proves to be an exception to the typical works of the genre that are mostly little more than bodice rippers with fur. One criticism of her well formed world is that the use of erotic and fairly graphic scenes is a bit over the top. Personally I think the works would be better without the erotica and would also be great for a younger audience. Just be advised that these are full of adult situations and may not be suitable for younger readers or those squeamish about overt sexuality.The Lycans series formulated a whole culture with quite varied rules and an interesting blend of rather odd customs from arranged marriage to highly modern technology. Character development is good and the roles in Lycan society are well developed. Another incentive to read the entire series is that they are free or extremely inexpensive as well as being good reads.I won't go into the plot but I recommend that even if this genre is not your usual cup of tea that you give Charles' series a chance.",4
B00BT0J8ZS,"Bonded (Prequel to The Mating)This was a good full sized novel, with in depth character and relationship development.  There was plenty of action, suspense, love and angst.  I am looking forward to the next installment. Thank you Nicky Charles for a great free novel.",4
B00BT0J8ZS,These are so good and unique! What a great movie or tv special these would make! I thank the author for such great books.,5
B00BT0J8ZS,Nicky can hold your interest and curiosity in this book. Just sit back and enter another world of love. I honestly could not put this book down.,5
B00BT0J8ZS,I love paranormal stories but I usually don't read were stories.  I had some reservations about this one but decided to stick it out because of a friend`s recommendations.  I'm glad I did. This was an awesome book. I can't wait to read the next one!,5
B00BT0J8ZS,"just finished the the first book (will be reading the next book after this review). i have to say that i loved this book VERY much. i liked how the author made the book take over the course of 3 years yet kept a fast pace. There was a lot of action, occasionally i wanted to slap Brandi and tell Reno the truth. The end of the book, god...my...feels...man, my f-ing feels. over all the book (in my opinion) was a success, especially for a free book***Spoiler ALERT***why did Beth have to die? i mean come on! the ending almost had me in tears",5
B00BT0J8ZS,"Well guess I should have read this one first, wish they would number them in order. Any way it's a great story. Love the drama and it's very exciting.",5
B00BT0J8ZS,"Just like all of Nicky Charles books this one keeps you on the edge of your seat. Adventure, mystery and romance in one great book and series. I highly recommend these books!",5
B00BT0J8ZS,Very hot erotic romance by an author I had not read before but have totally enjoyed the concept of werewolves and the lives and laws very different.,5
B00BT0J8ZS,"This whole series is just amazing! This one had the most angst I think. I read it last and I know that's the proper order, but had I known what I do now, I would have read it second. It explains a lot about the other books.Thank you to Nicky Charles for giving us this series for free!",4
B00BT0J8ZS,"I became so caught up in these characters that I had a hard time putting the book down. It's been awhile since I've had that total dedication to finishing a story so quickly. I would recommend this book to other readers who enjoy fantasy stories, keeping in mind that there are several scenes of sexual encounters.",3
B00BT0J8ZS,"I downloaded all 5 books for free. I was hesitant at first because I don't read about werewolves. But I am so glad I did. The stories were well thought out, the characters were well established, the stories flowed smoothly. I really want to read more on Damien. Hopefully, there will be other stories that I can delve into.There were a few grammical errors, but it didn't deter from the story. Thank you for such great stories.",5
B00BT0J8ZS,"Brandi finds herself attracted to an instructor at her were school but the attraction turns out to be more than that. Jobs and more will not allow them to leave each other alone. When they are thrown together the sparks fly. Add in a little mystery and some deception to get a story that is more than just a romance.Now this story is advertised as the prequel to The Mating. It is, but it is not all about the characters that you meet in The Mating. You basically get a little of Kane and his brother. That's all. So don't expect to read details about the younger years of those men or anyone else. You just get a little bit of that. That being said, it is still a very good story and can be read before or after The Mating. It will not affect anything you read for either one.The characters in this book were very unique though I wanted to slap the two main characters. I mean come on. Forget what you think you are or what you think the other person is thinking. Talk to each other. Then again, if they communicated we wouldn't have such a good book. Still, drove me crazy.There are some hot scenes and a little language, but overall it was clean. It focused more on the mental and emotional side of the relationship and the mystery surrounding Purists than it did with intimate scenes. They were there but were solely to add to the plot. I don't like sex scenes just to have the physical interactions. It has to bring value to the story.This is a paranormal story about werewolves. It's not a love triangle. It's not someone fighting their genetic makeup. This is about people coming to grips with their own lives, their own feelings, and learning to love others.I enjoyed this story. It was different than The Mating, but in a good way. Don't go into it thinking it is the same, and you'll find that you'll want more.Note: I purchased this book with my own funds with no expectation from anyone else for a positive review.",4
B00BT0J8ZS,I couldn't barely sleep for days and found myself at work wondering what would happen next.I can't wait to read the next book.  What happened next?????,5
B00BT0J8ZS,Wow...the ending of this book was so sad. Did not see it coming. This book started out slower than the rest in the series but ended up being pretty good. I think this series could go on and on. I have enjoyed this author's books and am still amazed they are free. I could see these being a series on tv. Each book ends with something dramatic and sets up for the next book. Ready to get on with the next book...,5
B00BT0J8ZS,I liked this book. The story was easy to follow.  The purist are a scary group.  It makes you wonder what else can happen,5
B00BT0J8ZS,Interesting story.  I didn't know much about Werewolves bot this story carried me through to the end.  Quite an enjoyable read.,4
B00BT0J8ZS,I downloaded this book for free and what an amazing read!  The plot was full of suspense and I really cared about the characters. I am looking forward to the next book in the series.,5
B00BT0J8ZS,"Once again Nicky Charles has given us, her readers, a fun ride. This tale of Lycan Link and its top Enforcer, Reno Smith, and its top Damage Control Officer Brandi Johanssen, and their on-and-off relationship is designed to stand alone. Yet as prequel toThe Mating (Law of the Lycans)this bookBonded (Prequel to The Mating)provides a link to the other book by introducing Damien Masterson, who, with Kane Sinclair (hero ofThe Mating (Law of the Lycans)) and Ryne Taylor (Kane's half-brother and hero ofThe Keeping (Sequel to The Mating)) formed the Black Demons, three Lycans whose wolves are all black.In this story we learn more of the background of Lycan society in North America. We learn how packs can come to be dominated by Purists, the fundamentalists of Lycan society; and how Enforcers and Damage Control Officers function to keep Lycan life from the view of the general public. And, of course, there is the evolving relationship between Reno and Brandi.I heartily recommend this book to all readers of romantic novels. I also recommend that you read The Mating first, then The Keeping and then Bonded, as I did. It will give you a clearer understanding of the overall picture of the Lycan world.",5
B00BT0J8ZS,"I stumbled upon this author Never heard of her but WOW!!!! What a great author the characters are rich and full bodied and the story lines in all of the Law of the Lycans series is fantastic!! I couldn't believe they were FREE! ALERT the hostile characters are so rich that the villians make me so mad that I have to get up and walk away before I start yelling at them! LOL They are intense!! All of the individuals in the books want to make you either laugh, cry or scream (bad, bad ones) Order to read Bonded, Betrayed, The Mating, The Keeping, & tThe Finding!! I definetly Recommend!!!! Nicky Please write More!!!",5
B00BT0J8ZS,Easy reading.  The series continues in several other books.  I have read 3 and the story lines are able to keep your interest.  The love scenes can be a little long.,5
B00BT0J8ZS,Here is another great love and action stories written by Nicky Charles.  I had a hard time putting it down once I started reading.  As always Nicky writes with so much detail if you couldn't understand what she was telling you then it was her writing.  Great action and surely a great love story as well.,5
B00BT0J8ZS,"Reno is an enforcer, a bad ass..  Brandi has accidentally blood bonded to him. They both are to stubren to admit they love each other.  Beginning of a great series.",5
B00BT0J8ZS,Since this is a prequel to &#34;The Mating&#34; is explains some of the situations that occurred in that book. It adds history to the series.,5
B00BT0J8ZS,This author is one of the best written with the least mistakes I have seen in e-books.  She also tells one heck of a story and keeps your interest from start to finish.  Well developed story and characters.  Great story to read.,5
B00BT0J8ZS,Werewolves are a  great subject. . I read this prequel first. I enjoyed the characters and have all of the series so far. Good read.,4
B00BT0J8ZS,"I thought the basic plot of this book could have really taken off. However, the insecurities of Brandi and Reno got to the point of being downright annoying. &#34;Does he or she like me? Maybe, I should just forget about showing an interest in him or her. Gee, should I tell him or her how I really feel?&#34; Ugh! Midway through the book I wanted to smack them both upside the head!My advice to Nicky Charles is to stop dwelling on the insecurities of her characters. No one can be that insecure and it makes them totally unbelievable. Not to mention annoying since the book could have been much more interesting if she had taken their relationship in any number of possible directions.I'm now reading The Mating and it's not quit as bad. Nicky's writing style is different and creative and it's really too bad that she spends so much time having them wonder about feelings rather than putting her energy into developing interesting plot twists.",3
B00BT0J8ZS,I read the Mating an it's series of three which I liked.  I found it hard to visualize a &#34;prequel&#34; but this book definitely hit the spot.  There are continuing treads which flesh out pack culture (sp?).,5
B00BT0J8ZS,"This is not your typical shifter romance. The story has a great plot, well developed characters who show personal growth during the course of the story, and addresses issues that are real and important. Thank you, Nicky....I haven't enjoyed a series this much in years!",5
B00BT0J8ZS,At first it took a short time to get into but once it did I couldn't put the book down until I was done. Now I have book 2 and look forward to reading it.,5
B00BT0J8ZS,Very action packed as well as several romantic ties. Easy reading I wanted to keep reading to find out what happens. I would definitely recommend this series.,5
B00BT0J8ZS,"I didn't want to put this book down.  If you like an adventure you will love this book.  Nicky captivated my imagination and didn't let me go (she still has me, you'll have to read the book to find out why).  The emotional roller coaster and I mean emotional that you experience is absolutely uncanny, something I loved in her story telling.  Once again she has captured me and pulled me into her story, until I can't wait to find out what is going to happen next.  Once again I enjoyed the characters, really believable.  It has just the right amount of sweet and sexy.... The right amount of angst and suspense.  A wonderful story.  Well done Nicky, well done.",5
B00BT0J8ZS,"Charles did a wonderful job with creating not just a story, but a new world to escape into. I can not believe my good fortune to have found this great read.",4
B00BT0J8ZS,"Long to say the least, but I couldn't put it down !!A lot of twists and turns with the two main characters! But definitely a have to read on book!!Usually I like more erotica but surprisingly this was satisfying !!!Thank you for the great read!",5
B00BT0J8ZS,This story was redundant in character insecurities that it frustrated me. I enjoyed the suspense and concept of the story though.,3
B00BT0J8ZS,"When reading a lengthy series it isn't uncommon to have things start to fall apart 3 or 4 books in. Not the case with the Law of the Lycan series. Though this book is numbered 0.05, it is the fourth one published and is every bit as good as the first. [I've some how gotten out of order and read it third, but I think I'll live.]Reno and Brandi are a heart wrenching couple. If ever there was someone you wanted to kick and then scream, ""Come on, figure out their feelings already...and your own too, while your at it"" in their face these two are the ones. Both try hard to do right by the other and suffer for their efforts. But I also had to respect that mutual sacrificial attitude. It also just served to make the conclusion more moving, though it did feel just a tad rushed by the time it all finally came together. I liked that Reno was strong and sexy but also inherently flawed, both in his own estimation and as a character. He felt fragile despite his strength. You don't see that too often. Brandi was ever exasperated, but you could relate to her difficult position. I really liked Damien too and can't wait for the next one about him.I've noted a clear change in the wolves as the books progress. In book one the human and wolf were as one, with no noticeable difference in persona. By book two the wolves were exerting influence on their human counterparts, and here we find that the wolves are distinctly separate characters. They and their humans discuss problems, fight for control, and argue over decision. I'm undecided if this is an improvement or not. Be that as it may, I'm enjoying the series and intend to continue with it.",4
B00BT0J8ZS,"I laughed, cried,jumped up and down, closed the book only to pick it right back up. WOW, this lady can write.",5
B00BT0J8ZS,"I read all tree books that were recommended by a friend.  The Keep, The Finding, and Bonded.  Bonded  was my favorite, I was sorry the end this book.",5
B00BT0J8ZS,"The book just had too much information that was often redundant. The overall story was great, but it was really slowed down by page upon page explaining pack hierarchy, the Lycan Link, etc. I found myself skipping page after page just to get to the action...",2
B00BT0J8ZS,Quick read. Tad bit cheesy but cute for a pre teen book. Cute references and great job with the storyline.,3
B00BT0J8ZS,Amazing!!!!  I loved this book and can't wait to start the next one. The mix of action and romance is well balanced.  And the take on the wolf side was different. Overall I recommend this to anyone who enjoys the paranormal.,5
B00BT0J8ZS,two tribes come together in a prearranged marriage. she has to leave her pack to move with her alpha husband to his pack and then some strange things start to happen! i love it. made keep turning the pages couldn't stop reading until the book was done!,5
B00BT0J8ZS,Nicky Charles presents things in a realistic way. The plot is well written and the flow is good. I recommend this book to everyone who likes were stories.,4
B00BT0J8ZS,Boring book. Didn't take long to figure that one out! Don't waste your hard earned money! Total disappointment! Had to give it the one star!,1
B00BT0J8ZS,I loved this book. Its about a werewolf and the challenges that take place when finding their soul mates. This book is fantastic and i can't wait to keep reading the rest in the next volume.,5
B00BT0J8ZS,This book is part of a series and each is a different story.  I thought that would bug me because I really liked the characters and of course wanted to know what happened to them after each book.  Each book is a continuation from book to book with different characters coming to the forefront and others taking a smaller roll.  Nicky Charles does a great job making you care about these characters and I really looked forward to the ending of each book in this series.  Most of the time I just couldn't put them down. I really like this series.,5
B00BT0J8ZS,Didnt really understand how this fit into the series. but it was an ok book to read....maybe one day i will read it again and figure it out.,3
B00BT0J8ZS,Love nicky charles series I am looking forward to reading the next book. Thanks for an entertaining and free kindle book. I love the romantic twist nicky puts in all of the books.,5
B00BT0J8ZS,"First and foremost, this is the longest free book I have ever read. The book was well written, and entertaining. I will and is recommending this author to all my friends. Was wondering though with her talent why are all her books, that i have seen so far, is FREE!!!!hmmm, not complaining though :)",5
B00BT0J8ZS,I was blown away at how well the author went through the emotions of the characters. Thrilled excited sad it's ended n wished there were more to the story. I would so recommend this book to my friends n family they surely will love it as much as I did.,5
B00BT0J8ZS,"This book was great! It had a little bit of everything and was edited perfectly! Even better that it was free. I love how the author mentioned that she loves to write and she wants reviews as payment. But if we needed to spend our money, to donate to an animal shelter. Theyre arent many people out there like her and it shows in her writing. It has a little bit of angst, action, drama, sex, and ends with a happy feeling no matter everything the characters go through.",5
B00BT0J8ZS,"I've been reading about werewolves for sometime now but this is the first time that Lycan history had been cleverly embedded into a story line and did not sound like a history lesson.A great read overall though the story dragged at times. Reno and Brandi can be so stubborn at times that you want to wring their necks just to make them see sense. And quite frankly that's part of the charm of the story.Rated M for Mature due to subject matter, violence and sexual content",4
B00BT0J8ZS,"This was the firs time I've read Nicky Charles. I liked the concept and the characters, there was enough to get me excited to see how the story was going to open up other avenues and evolve.",4
B00BT0J8ZS,Excellent Addition to the Werewolf Genre The point of view is refreshing. The hero/heroine and plot are interesting and believable.,4
B00BT0J8ZS,This is one of the best series I have ever read.  It was such a great story line.  I didn't know which one to start first so I decided by the date written and I read the mating first and then went to Nicky Charles web site and found I should have started with bonded.so I just finish bonded.  It is not the recommend order but I have enjoyed both of the books so much I just could not put it down. I will read in order now.  Well worth reading.  I highly recommend this series.,5
B00BT0J8ZS,"I really had a good time reading  &#8220;Bonded  &#8221;.  It was thoroughly enjoyable, and I will read more books from this author.  As a matter of fact I have read the whole series.  Please go out a either donate to your local animal shelter, or volunteer like me.  It is very rewarding to help these creatures who are in a shelter for no fault of there own.",5
B00BT0J8ZS,I couldn't and didn't want to put it down. I can't wait to get started on the next book in the series.,5
B00BT0J8ZS,"Excellent writing, and believable stories. Thank you for giving this genre credibility.Reno and Brandi's on and off again tug of war drove me crazy! Loved it!",5
B00BT0J8ZS,"I absolutely Love this series.  The story is written so well you can imagine it to be true.Love, Laughter, just a very good read...",5
B00BT0J8ZS,"So intense and emotional I didn't want to put it down. I finally went to sleep around 1am, but started reading again at 6 am. I couldn't stop. I had to know what happened. Full review [...]",5
B00BT0J8ZS,I just loved this page turning book. I loved how the plot was just one thing after another and there were no slow breaks.,5
B00BT0J8ZS,Very exciting and suspenseful reading.  It draws you in and makes you want to keep reading until the end.  I would recommend this book for the more mature audiences.  Thanks for a great story!,5
B00BT0J8ZS,I loved this book and I can't wait to read the next book. I fell in love with the characters :),5
B00BT0J8ZS,It was so exciting just to see how Brandi & Reno acted and denying how they felt for each other. Both stubborn and fun at the same time.,5
B00BT0J8ZS,I like all the books by Nicky Charles. They will keep you entertained for hours. You will not be able to put any one of his books down!  Sonja8@live,5
B00BT0J8ZS,"Gives information about the Lycan communities that will help you when reading other books. Loved it, but not shockers at end like all the other books",5
B00BT0J8ZS,Could not put this down.  Ready to start the next. Then to see see about the author. You are awesome Nicky Charles. I donate all the time.,5
B00BT0J8ZS,"I so enjoyed this book. I must admit I'm not drawn to the paranormal plots to quick, but gad  I decided to take a chance on this one. I enjoyed the story line but at times the author repeated some of the same details over and over. And the two love interest...well I think there could have been more interaction between them to give them some foundation for their relationship. I still enjoyed the great details on how they argued with their wolves, the way the conversation would go back and forth between the two. I believe readers of Nicky Charles must posses some patients in the unfolding of the story. I recommend this book, but not if your in a hurry! Enjoy",4
B00BT0J8ZS,"The author builds an interesting world where humans are unaware of the ""wolves"", an agency within the wolf government is tasked with the cover ups. The main characters are in denial about their feelings and it leads to lots of interesting arguments. No spoilers but if you want a nice romance with an action plot this is the book.",5
B00BT0J8ZS,Loved the story again another awesome book by Nicky Charles. Looking forward 2 her next book the keeping and an others I've missed.,4
B00BT0J8ZS,this is the first one i read and got hooked.  it was fantastic and again Nicky Charles is off the chain with the stories of these werewolves.,5
B00BT0J8ZS,"If you are into werewolf/lycan stories, read this one. I've read several from this author and haven't been disappointed. This is well written with plenty to keep your interest.",4
B00BT0J8ZS,This one was harder to get into.  But once I did it kept me interested.  Looking forward toThe next one.,3
B00BT0J8ZS,This book is just as good as all the rest maybe even better.  Thank you for this series.  I really enjoyed this one the best.,5
B00BT0J8ZS,"I loved this book and all the others in the series.  It is free, and she asks only that you make a donation to a local animal shelter.  What a wonderful idea.  Excellent story. Hope there are more.",5
B00BT0J8ZS,From the very beginning I was hooked and couldn't wait to turn one page after another.  A very engaging &#34;fairy tale,4
B00BT0J8ZS,"Okay, let me start by saying this book, in fact the whole series, was free. The author only asks that the reader consider making a donation to their local animal shelter or food bank, which is pretty awesome when you think about it. Now for the book, I had a little trouble with this one. I love werewolf books, and I enjoyed another book in this series a great deal. That being said, I was frustrated by this one. It had all the elements of a great story, strong characters, conflicts, a dastardly but unknown villain...but it just seemed too drawn out for me. It's just my personal preferences, but I like a bit more action to be going on and a bit less time speculating on past incidents and future possibilities. Overall, it was pretty good, but not my favourite. I will however be reading the rest of the series. I think there's great potential here.",3
B00BT0J8ZS,"I could not stop reading this book!, it had me so spell bound that I actually woke up with my face in my iPad!, Nicky Charles defiantly knows her wolf species as well as the male female species.  I kept wanting to smack both Brandi and Reno in the head because they just could not see each other, and I wanted there wolves to bite them both in the buts, WOOH!, got a little emotional there, you have got to read this book, and I am so Proud of Nicky for giving up her proceeds to animal shelters, YOU ROCK GIRL! (-:",5
